FINESS_Hosp;Geo_Hosp;RegCode;DepCode;PMSIcode;catchmentHosp;PMSIpop;PMSIpopdensity;PMSIcode_Name
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01220;124,1674159496246;11361,31855939065;263,7858502371917;NA
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;74;74350;123,2068197649985;16313,39631387538;141,2443673120402;Cruseilles
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01640;123,1879913633924;4583,05772212529;80,3196278215360;Jujurieux
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;26;26400;121,7129856337076;24305,72071173234;46,2386139181629;Crest
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;07;07130;119,2686567693448;14992,06496852582;158,6632099204740;Saint-Péray
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01310;119,1839283459255;10156,59240074643;99,4026830576897;Polliat
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;74;74330;118,8111247249661;28684,21165519171;348,8903838167495;Poisy
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;74;74930;118,3290960599139;13954,38125677984;222,5211686220084;Reignier-Ésery
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;74;74270;118,2509414471816;12880,25639147763;84,9802860644562;Frangy
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;74;74380;116,8239408261841;15340,96295937073;377,3527248819137;Cranves-Sales
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;74;74300;116,1151980791373;31812,07827582372;246,9687998544813;Cluses
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01370;114,3133485343901;7843,95972943596;62,9369627433169;Saint-Étienne-Du-Bois
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;76;30;30000;113,2761157562886;152309,73258572034;939,8686726727514;Nîmes
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;07;07C06;113,1092648535518;18377,47748550241;131,9952475296382;Le Pouzin/La Voulte-Sur-Rhône
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69690;112,8231612842566;6846,79922403748;86,9618750606793;Bessenay
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69850;110,4529479146821;4806,20206947752;95,6167885890780;Saint-Martin-En-Haut
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69590;110,3577836467323;8157,57284706958;121,6521569024799;Saint-Symphorien-Sur-Coise
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69610;110,2570656160762;8470,26766911971;89,2928789262848;Haute-Rivoire
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38630;110,0527677421754;10066,94666044267;185,5795306046762;Les Avenières Veyrins-Thuellin
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;07;07500;109,7077260397170;10957,05913821673;1768,5184018401289;NA
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;07;07400;108,8242994806705;15507,04753988270;79,5814376128511;Le Teil
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;26;26210;108,6320050005332;7304,35256721929;89,7456849628483;Saint-Sorlin-En-Valloire
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69760;108,2556897469477;3725,73615645144;402,1629128211230;Limonest
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38C06;107,9041701767694;12776,93708138340;118,7031219314811;Villages Du Lac De Paladru/Chirens
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69890;107,0964562157202;4248,85707599028;518,8393087531445;La Tour-De-Salvagny
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;26;26260;107,0142393271327;11772,41511706568;113,6589292953880;Saint-Donat-Sur-L'herbasse
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01590;106,5138620585369;2807,40107854287;84,9191951712674;Dortan
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01440;105,0215799939070;7054,39502154627;155,1056136984990;Viriat
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;27;21;21000;105,0144148945095;156150,17005776506;3725,9272032587369;Dijon
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;27;71;71210;103,0770098695491;12290,83352780691;154,6666006574950;Montchanin
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01400;101,8486726880021;11565,80122582648;69,3465382809092;Châtillon-Sur-Chalaronne
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;27;71;71570;101,2859876281640;9975,39464182225;186,6294527945742;La Chapelle-De-Guinchay
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69640;100,5673633793174;6650,46855453459;110,0589681633686;Denicé
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38118;99,9057097906580;2038,33393191782;66,3496682886847;Hières-Sur-Amby
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;27;25;25000;99,5849025774832;118410,66132490151;1798,8053502486050;Besançon
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01140;99,1324444066530;9244,50501038847;93,8673183244042;Saint-Didier-Sur-Chalaronne
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;74;74540;98,5337593598791;14414,08730663360;148,2776977634471;Alby-Sur-Chéran
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;07;07210;98,1922063382516;9098,97499274708;77,3732370530666;Chomérac
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01380;97,9600302123481;8189,74877021951;83,5950072082186;Bâgé-Dommartin
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;74;74600;96,8957520024065;23011,25060650929;713,0721552774571;NA
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;26;26270;96,7465851538513;9736,36447262783;116,9925100035045;Loriol-Sur-Drôme
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69770;96,6275745549555;3886,25791151355;59,8452419670609;Montrottier
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;74;74250;95,4655260837327;15161,66127893465;204,2832352506405;Viuz-En-Sallaz
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;73;73230;95,0749136584255;13430,85013782345;165,4982462525731;Saint-Alban-Leysse
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;74;74580;94,2993769503218;5233,61542074286;201,5972350853830;Viry
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01130;93,7843717598638;7202,26800888936;48,7008863305145;Nantua
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;42;42520;92,4200934396073;7316,02278036892;106,2066854398872;Maclas
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;73;73100;92,0099790439025;47162,84131775735;459,8723065146781;Aix-Les-Bains
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;26;26780;91,7956012126892;7697,48115092884;91,0322446866733;Châteauneuf-Du-Rhône
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;26;26740;91,0190692731057;11475,34658164722;91,3428446234155;Montboucher-Sur-Jabron
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69550;90,8734449720156;8471,10988093761;82,6776413925499;Amplepuis
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69430;90,6980306761257;7759,58605047756;55,8627526563944;Beaujeu
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;27;71;71960;90,6840537060730;10766,86796843126;81,2122312176046;Prissé
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;27;39;39C03;90,4874431230427;15737,46511108613;70,0689697960425;Les Rousses/Hauts De Bienne
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38140;89,7466467740898;23470,26470670689;273,9356890607858;Rives
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01110;89,6104420889114;6689,16367456047;33,9285694971063;Plateau D'hauteville
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38122;89,1159351360361;3002,02627709828;56,0565097908836;Montseveroux
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01090;89,0458501181715;9162,80352260135;222,0093794638484;Montmerle-Sur-Saône
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;74;74950;88,8045991457839;9868,02912879482;207,1928226668535;Scionzier
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;07;07110;88,7512866972932;8769,14837652998;45,3400138526935;Largentière
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38121;88,7414991572909;3531,99825426156;139,4289935496121;Reventin-Vaugris
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01470;88,4921609844986;3548,48861546842;68,0561431796991;Serrières-De-Briord
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;74;74960;88,4488677677768;26679,40459092835;3368,9749615587780;Annecy
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;42;42320;88,2440105053219;10935,46930185181;201,4667383819121;La Grand-Croix
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01540;87,9903628833752;4765,58114735787;122,4581821578800;Vonnas
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38500;87,9529321973401;30606,36624717964;542,1390206503081;Voiron
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;26;26700;87,8208783273024;14662,89307059439;189,8701849851819;Pierrelatte
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;42;42153;86,6138955103385;10855,96908285057;691,6094262792052;Riorges
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01560;86,4717622011448;6577,37098349609;33,9656198158125;Saint-Trivier-De-Courtes
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01290;86,1977992379421;11370,38055447128;119,6938633933369;Grieges
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;26;26160;85,8565557517210;8188,08080014821;45,0042423013301;La Bégude-De-Mazenc
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;07;07290;85,6652618980188;6883,98213656748;58,1473961472476;Quintenas
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;74;74370;85,5174260669630;19358,03553697617;296,9282847872969;NA
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;73;73160;85,2304379437923;11689,40213353035;139,5855910202200;Cognin
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;42;42260;84,1932559972026;6202,23652512726;28,1050325997665;Saint-Germain-Laval
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;26;26130;84,0569231572429;12657,67496156411;162,3476519853675;Saint-Paul-Trois-Châteaux
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;74;74700;83,9617399718217;19523,90326811428;204,1292984228642;Sallanches
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01460;82,1808519582092;6979,85997853444;153,9123095147443;Montreal La Cluse
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;07;07430;81,0940403214195;9429,47841287626;182,5421689032079;Davézieux
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01570;80,8656032756854;5675,29506625719;159,0086051895579;Feillens
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;07;07800;80,6305161780147;13948,84722664441;132,3750827473796;La Voulte Sur Rhone
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;73;73200;80,3423535266709;31282,93867117680;349,3868158468179;Albertville
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;26;26250;79,6156499051878;9274,85432394399;225,9944680057588;Livron-Sur-Drôme
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69240;79,5098055439956;7260,91025564056;115,4759659059805;Thizy-Les-Bourgs
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;42;42160;78,2753825392070;16633,51878958149;597,6833329913098;Andrézieux-Bouthéon
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01430;76,1602804668268;4188,81542567547;40,4753081737769;NA
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;73;73420;76,0059462976305;8409,02151311057;279,5889209893697;NA
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01190;75,5657546208021;10507,56174023691;75,8948564235351;Pont-De-Vaux
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69870;75,1574471227415;6865,58294975354;40,9414177863658;Grandris
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;07;07700;75,1313733710771;14167,41287801862;62,8571862016805;Bourg-Saint-Andéol
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;42;42120;75,0076715237743;14189,14387994323;172,5963271200530;Le Coteau
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;11;93;93300;74,9806580089497;85886,93553752426;14852,4448071697316;NA
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;07;07380;74,8456272555077;6290,71746333687;60,9660467960658;NA
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;43;43700;74,6445443102599;15285,74131749295;165,9641677829169;Brives-Charensac
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;26;26290;74,5986311384273;6602,67389842816;165,4428162606564;Donzère
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;27;39;39000;74,4659957175346;17245,72404620964;2174,9946584285153;Lons-Le-Saunier
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;27;71;71880;74,4228148723287;6199,99296205630;505,8212720975864;NA
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;43;43000;73,4123574176284;27087,52238304950;396,3023783558189;NA
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69C01;73,0765841707317;2564,32377180931;99,8737197772362;Villié-Morgon/Chiroubles
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;26;26460;72,5121048238710;1305,21788682968;10,7781410340533;NA
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38480;72,4368795876761;8062,78190487440;156,2668562168119;Le Pont-De-Beauvoisin
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01660;72,0846398949585;3905,67685249048;86,0242136236467;NA
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01350;69,2160111464664;6544,05923566592;64,5249885760145;Culoz-Béon
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;42;42600;68,8713060067166;32225,51018332455;121,2774488044136;Montbrison
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;27;71;71260;68,6744306416917;10077,98593407440;69,3646153415224;Viré
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;27;39;39570;67,0764037447299;18696,02308012198;74,4437690569432;Montmorot
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;27;71;71150;64,2933744320827;14834,23493714781;111,3433186543807;NA
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;27;71;71600;63,5353217011083;14560,86800745562;72,6977331734433;NA
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;26;26110;63,3888867181762;14167,41618151239;37,2769597020496;NA
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;03;03240;62,5327318523686;3778,76365336456;17,8427955330658;Tronget
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;27;39;39C02;60,7558766397210;4197,67874965345;33,4441202119676;NA
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;27;71;71500;60,2062219259511;15637,37629322995;84,4353785367989;Louhans
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;94;2A;2AC19;58,3668943789379;25559,39365666762;24,6765040725304;Zonza/Sotta/Porto-Vecchio/Pianottoli-Caldarello/Monacia-D'aullène/Figari/Conca/Bonifacio
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;27;71;71850;54,9019053829332;7233,35186838660;594,7767987966736;Charnay-Lès-Mâcon
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;27;71;71300;54,4952596635044;21171,41959078466;153,1584404187832;Montceau-Les-Mines
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;42;42700;53,5669862010625;17082,18426276738;1648,5420290945301;Firminy
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;27;71;71200;47,4060333224112;23780,59017027864;734,5514405307839;Le Creusot
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69999;NA;NA;NA;NA
